location,year_month,public,total,total_sex_male,total_sex_female,total_age_0_19,total_age_20_39,total_age_40_59,total_age_60_max,total_sex_male_age_0_19,total_sex_male_age_20_39,total_sex_male_age_40_59,total_sex_male_age_60_max,total_sex_female_age_0_19,total_sex_female_age_20_39,total_sex_female_age_40_59,total_sex_female_age_60_max
Austria_Tyrol,May 2018,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Jun 2018,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Jul 2018,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Aug 2018,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Sep 2018,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Oct 2018,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Nov 2018,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Dec 2018,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Jan 2019,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Feb 2019,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Mar 2019,N,16,10,6,.b,.b,9,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Apr 2019,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,May 2019,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Jun 2019,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Jul 2019,N,14,.b,.b,.b,.b,8,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Aug 2019,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Sep 2019,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Oct 2019,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Nov 2019,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Dec 2019,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Jan 2020,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Feb 2020,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Mar 2020,N,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Apr 2020,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,May 2020,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Jun 2020,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Jul 2020,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Aug 2020,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Sep 2020,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Oct 2020,N,13,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Nov 2020,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Dec 2020,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Jan 2021,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Feb 2021,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Mar 2021,N,13,.b,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Apr 2021,N,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,May 2021,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Austria_Tyrol,Jun 2021,N,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Belgium,Jan 2017,N,110,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Feb 2017,N,119,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Mar 2017,N,127,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Apr 2017,N,130,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,May 2017,N,133,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jun 2017,N,121,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jul 2017,N,116,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Aug 2017,N,116,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Sep 2017,N,119,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Oct 2017,N,116,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Nov 2017,N,120,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Dec 2017,N,108,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jan 2018,N,107,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Feb 2018,N,103,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Mar 2018,N,146,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Apr 2018,N,113,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,May 2018,N,110,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jun 2018,N,107,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jul 2018,N,133,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Aug 2018,N,112,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Sep 2018,N,112,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Oct 2018,N,111,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Nov 2018,N,116,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Dec 2018,N,128,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jan 2019,N,119,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Feb 2019,N,105,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Mar 2019,N,100,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Apr 2019,N,115,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,May 2019,N,130,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jun 2019,N,116,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jul 2019,N,120,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Aug 2019,N,113,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Sep 2019,N,100,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Oct 2019,N,126,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Nov 2019,N,96,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Dec 2019,N,105,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jan 2020,N,124,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Feb 2020,N,112,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Mar 2020,N,101,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Apr 2020,N,106,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,May 2020,N,109,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jun 2020,N,133,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Jul 2020,N,115,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Aug 2020,N,133,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Sep 2020,N,102,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Oct 2020,N,106,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Nov 2020,N,96,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Belgium,Dec 2020,N,111,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Brazil,Jan 2016,N,941,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Feb 2016,N,926,734,192,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Mar 2016,N,929,715,214,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Apr 2016,N,919,730,189,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,May 2016,N,927,721,206,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jun 2016,N,879,699,180,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jul 2016,N,925,754,171,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Aug 2016,N,910,714,196,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Sep 2016,N,962,778,184,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Oct 2016,N,1047,828,219,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Nov 2016,N,1016,789,227,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Dec 2016,N,1052,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jan 2017,N,1059,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Feb 2017,N,967,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Mar 2017,N,1055,817,238,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Apr 2017,N,923,728,195,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,May 2017,N,1029,815,214,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jun 2017,N,932,736,196,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jul 2017,N,938,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Aug 2017,N,1071,822,249,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Sep 2017,N,1135,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Oct 2017,N,1212,967,245,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Nov 2017,N,1063,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Dec 2017,N,1111,872,239,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jan 2018,N,1077,864,213,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Feb 2018,N,957,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Mar 2018,N,1133,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Apr 2018,N,1069,832,237,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,May 2018,N,1041,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jun 2018,N,972,758,214,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jul 2018,N,1028,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Aug 2018,N,1038,804,234,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Sep 2018,N,1085,850,235,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Oct 2018,N,1090,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Nov 2018,N,1093,863,230,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Dec 2018,N,1150,915,235,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jan 2019,N,1112,881,231,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Feb 2019,N,1028,811,217,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Mar 2019,N,1222,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Apr 2019,N,1123,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,May 2019,N,1145,873,272,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jun 2019,N,1054,832,222,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jul 2019,N,1086,836,250,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Aug 2019,N,1103,865,238,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Sep 2019,N,1174,921,253,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Oct 2019,N,1134,892,242,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Nov 2019,N,1152,922,230,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Dec 2019,N,1187,942,245,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jan 2020,N,1192,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Feb 2020,N,1102,876,226,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Mar 2020,N,1077,821,256,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Apr 2020,N,970,767,203,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,May 2020,N,976,778,198,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jun 2020,N,951,770,181,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jul 2020,N,948,741,207,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Aug 2020,N,959,734,225,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Sep 2020,N,1022,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Oct 2020,N,1059,845,214,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Nov 2020,N,1038,813,225,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Dec 2020,N,962,761,201,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Jan 2021,N,1093,849,244,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Feb 2021,N,976,762,214,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Mar 2021,N,956,750,206,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Brazil,Apr 2021,N,633,486,147,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Alberta,Jan 2016,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Feb 2016,N,54,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Mar 2016,N,42,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Apr 2016,N,57,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,May 2016,N,42,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jun 2016,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jul 2016,N,60,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Aug 2016,N,46,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Sep 2016,N,62,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Oct 2016,N,54,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Nov 2016,N,47,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Dec 2016,N,47,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jan 2017,N,61,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Feb 2017,N,46,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Mar 2017,N,58,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Apr 2017,N,52,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,May 2017,N,57,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jun 2017,N,51,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jul 2017,N,47,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Aug 2017,N,62,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Sep 2017,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Oct 2017,N,53,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Nov 2017,N,41,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Dec 2017,N,63,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jan 2018,N,47,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Feb 2018,N,53,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Mar 2018,N,54,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Apr 2018,N,55,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,May 2018,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jun 2018,N,61,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jul 2018,N,50,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Aug 2018,N,46,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Sep 2018,N,54,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Oct 2018,N,46,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Nov 2018,N,59,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Dec 2018,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jan 2019,N,43,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Feb 2019,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Mar 2019,N,68,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Apr 2019,N,58,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,May 2019,N,52,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jun 2019,N,34,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jul 2019,N,46,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Aug 2019,N,46,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Sep 2019,N,40,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Oct 2019,N,59,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Nov 2019,N,55,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Dec 2019,N,50,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jan 2020,N,51,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Feb 2020,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Mar 2020,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Apr 2020,N,44,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,May 2020,N,53,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jun 2020,N,54,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jul 2020,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Aug 2020,N,71,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Sep 2020,N,39,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Oct 2020,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Nov 2020,N,42,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Dec 2020,N,45,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jan 2021,N,52,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Feb 2021,N,32,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Mar 2021,N,53,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Apr 2021,N,50,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,May 2021,N,51,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Alberta,Jun 2021,N,34,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Jan 2016,N,62,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Feb 2016,N,53,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Mar 2016,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Apr 2016,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,May 2016,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Jun 2016,N,50,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Jul 2016,N,46,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Aug 2016,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Sep 2016,N,49,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Oct 2016,N,56,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Nov 2016,N,38,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Dec 2016,N,44,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Jan 2017,N,44,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Feb 2017,N,38,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_British Columbia,Mar 2017,N,66,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
