location,year_month,public,total,total_sex_male,total_sex_female,total_age_0_19,total_age_20_39,total_age_40_59,total_age_60_max,total_sex_male_age_0_19,total_sex_male_age_20_39,total_sex_male_age_40_59,total_sex_male_age_60_max,total_sex_female_age_0_19,total_sex_female_age_20_39,total_sex_female_age_40_59,total_sex_female_age_60_max
Canada_Nova Scotia,Oct 2020,N,8,.b,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Nova Scotia,Nov 2020,N,12,.b,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Nova Scotia,Dec 2020,N,8,.b,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Nova Scotia,Jan 2021,N,13,.b,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Nova Scotia,Feb 2021,N,7,.b,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Nova Scotia,Mar 2021,N,10,.b,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Nova Scotia,Apr 2021,N,15,.b,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Nova Scotia,May 2021,N,13,.b,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Nova Scotia,Jun 2021,N,13,.b,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Jan 2019,N,131,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Feb 2019,N,109,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Mar 2019,N,122,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Apr 2019,N,130,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,May 2019,N,144,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Jun 2019,N,133,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Jul 2019,N,151,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Aug 2019,N,122,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Sep 2019,N,132,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Oct 2019,N,131,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Nov 2019,N,125,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Dec 2019,N,131,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Jan 2020,N,128,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Feb 2020,N,98,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Mar 2020,N,121,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Apr 2020,N,102,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,May 2020,N,123,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Jun 2020,N,120,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Jul 2020,N,130,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Aug 2020,N,138,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Sep 2020,N,135,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Oct 2020,N,110,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Nov 2020,N,127,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Ontario,Dec 2020,N,102,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Canada_Saskatchewan,Jan 2016,N,17,.b,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Feb 2016,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Mar 2016,N,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Apr 2016,N,14,.b,.b,.b,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,May 2016,N,17,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jun 2016,N,21,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jul 2016,N,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Aug 2016,N,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Sep 2016,N,17,11,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Oct 2016,N,19,9,10,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Nov 2016,N,16,8,8,.b,.b,8,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Dec 2016,N,18,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jan 2017,N,20,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Feb 2017,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Mar 2017,N,14,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Apr 2017,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,May 2017,N,16,9,7,.b,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jun 2017,N,24,.b,.b,.b,8,9,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jul 2017,N,20,.b,.b,.b,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Aug 2017,N,21,.b,.b,.b,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Sep 2017,N,14,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Oct 2017,N,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Nov 2017,N,15,.b,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Dec 2017,N,17,.b,.b,.b,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jan 2018,N,27,20,7,.b,8,10,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Feb 2018,N,13,.b,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Mar 2018,N,21,13,8,.b,.b,.b,8,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Apr 2018,N,31,.b,.b,.b,9,13,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,May 2018,N,18,.b,.b,.b,6,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jun 2018,N,22,16,6,.b,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jul 2018,N,20,.b,.b,.b,6,7,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Aug 2018,N,22,13,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Sep 2018,N,18,.b,.b,.b,.b,10,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Oct 2018,N,17,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Nov 2018,N,15,.b,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Dec 2018,N,18,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jan 2019,N,15,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Feb 2019,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Mar 2019,N,16,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Apr 2019,N,20,.b,.b,.b,8,6,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,May 2019,N,19,.b,.b,.b,11,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jun 2019,N,19,.b,.b,7,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jul 2019,N,19,.b,.b,.b,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Aug 2019,N,12,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Sep 2019,N,20,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Oct 2019,N,14,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Nov 2019,N,24,.b,.b,.b,8,9,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Dec 2019,N,18,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jan 2020,N,14,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Feb 2020,N,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Mar 2020,N,16,9,7,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Apr 2020,N,17,11,6,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,May 2020,N,31,21,10,.b,17,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jun 2020,N,14,.b,.b,.b,6,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jul 2020,N,22,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Aug 2020,N,14,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Sep 2020,N,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Oct 2020,N,16,.b,.b,.b,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Nov 2020,N,14,.b,.b,.b,8,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Dec 2020,N,14,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jan 2021,N,15,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Feb 2021,N,19,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Mar 2021,N,13,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Apr 2021,N,12,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,May 2021,N,9,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Canada_Saskatchewan,Jun 2021,N,10,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jan 2016,N,80,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Feb 2016,N,80,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Mar 2016,N,79,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Apr 2016,N,86,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,May 2016,N,73,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jun 2016,N,82,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jul 2016,N,65,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Aug 2016,N,93,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Sep 2016,N,58,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Oct 2016,N,78,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Nov 2016,N,79,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Dec 2016,N,75,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jan 2017,N,83,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Feb 2017,N,89,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Mar 2017,N,79,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Apr 2017,N,76,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,May 2017,N,98,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jun 2017,N,99,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jul 2017,N,79,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Aug 2017,N,79,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Sep 2017,N,79,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Oct 2017,N,78,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Nov 2017,N,65,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Dec 2017,N,64,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jan 2018,N,96,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Feb 2018,N,55,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Mar 2018,N,86,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Apr 2018,N,74,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,May 2018,N,79,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jun 2018,N,61,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jul 2018,N,72,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Aug 2018,N,105,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Sep 2018,N,73,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Oct 2018,N,86,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Nov 2018,N,80,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Dec 2018,N,79,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jan 2019,N,82,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Feb 2019,N,72,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Mar 2019,N,82,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Apr 2019,N,96,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,May 2019,N,89,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jun 2019,N,84,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jul 2019,N,88,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Aug 2019,N,77,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Sep 2019,N,85,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Oct 2019,N,79,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Nov 2019,N,69,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Dec 2019,N,78,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jan 2020,N,61,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Feb 2020,N,70,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Mar 2020,N,52,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Apr 2020,N,70,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,May 2020,N,97,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jun 2020,N,77,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Jul 2020,N,48,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Aug 2020,N,74,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Sep 2020,N,55,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Oct 2020,N,75,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Nov 2020,N,62,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
China_Hong Kong,Dec 2020,N,65,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Costa Rica,Jan 2016,Y,37,30,7,2,18,14,3,2,12,14,2,0,6,0,1
Costa Rica,Feb 2016,Y,25,21,4,3,10,7,5,2,8,6,5,1,2,1,0
Costa Rica,Mar 2016,Y,21,19,2,1,10,6,4,1,10,4,4,0,0,2,0
Costa Rica,Apr 2016,Y,29,29,0,3,10,12,3,3,10,12,3,0,0,0,0
Costa Rica,May 2016,Y,27,27,0,6,13,5,3,6,13,5,3,0,0,0,0
Costa Rica,Jun 2016,Y,23,20,3,0,11,9,3,0,10,8,2,0,1,1,1
Costa Rica,Jul 2016,Y,23,20,3,3,9,6,5,2,7,6,5,1,2,0,0
Costa Rica,Aug 2016,Y,35,29,6,7,15,10,3,7,12,8,2,0,3,2,1
Costa Rica,Sep 2016,Y,31,20,11,1,15,10,5,0,10,6,4,1,5,4,1
Costa Rica,Oct 2016,Y,26,18,8,1,16,6,3,1,12,3,2,0,4,3,1
Costa Rica,Nov 2016,Y,32,25,7,1,16,9,6,1,13,6,5,0,3,3,1
Costa Rica,Dec 2016,Y,30,29,1,3,15,9,3,3,14,9,3,0,1,0,0
Costa Rica,Jan 2017,Y,32,24,8,0,16,13,3,0,14,9,1,0,2,4,2
Costa Rica,Feb 2017,Y,31,25,6,1,19,9,2,1,15,7,2,0,4,2,0
Costa Rica,Mar 2017,Y,39,31,8,3,17,14,5,3,14,10,4,0,3,4,1
Costa Rica,Apr 2017,Y,24,20,4,1,11,10,2,1,9,8,2,0,2,2,0
Costa Rica,May 2017,Y,27,21,6,4,10,8,5,3,8,6,4,1,2,2,1
Costa Rica,Jun 2017,Y,27,20,7,4,10,11,2,2,8,8,2,2,2,3,0
Costa Rica,Jul 2017,Y,25,20,5,1,13,7,4,1,9,7,3,0,4,0,1
Costa Rica,Aug 2017,Y,18,16,2,1,7,6,4,1,7,4,4,0,0,2,0
Costa Rica,Sep 2017,Y,22,20,2,4,11,3,4,2,11,3,4,2,0,0,0
Costa Rica,Oct 2017,Y,26,20,6,3,15,5,3,2,10,5,3,1,5,0,0
Costa Rica,Nov 2017,Y,20,18,2,1,15,2,2,1,13,2,2,0,2,0,0
Costa Rica,Dec 2017,Y,26,21,5,3,8,10,5,2,5,9,5,1,3,1,0
Costa Rica,Jan 2018,Y,30,21,9,2,15,11,2,1,12,6,2,1,3,5,0
Costa Rica,Feb 2018,Y,38,32,6,3,19,12,4,2,16,11,3,1,3,1,1
Costa Rica,Mar 2018,Y,32,28,4,3,19,9,1,1,17,9,1,2,2,0,0
Costa Rica,Apr 2018,Y,30,24,6,4,14,10,2,3,10,9,2,1,4,1,0
Costa Rica,May 2018,Y,38,32,6,2,22,12,2,2,18,10,2,0,4,2,0
Costa Rica,Jun 2018,Y,30,23,7,2,11,9,8,1,8,8,6,1,3,1,2
Costa Rica,Jul 2018,Y,41,37,4,2,15,20,4,1,14,18,4,1,1,2,0
Costa Rica,Aug 2018,Y,28,22,6,2,15,6,5,1,12,5,4,1,3,1,1
Costa Rica,Sep 2018,Y,36,26,10,1,20,9,6,1,13,7,5,0,7,2,1
Costa Rica,Oct 2018,Y,35,28,7,4,15,9,7,3,11,7,7,1,4,2,0
Costa Rica,Nov 2018,Y,25,21,4,2,10,8,5,1,9,7,4,1,1,1,1
Costa Rica,Dec 2018,Y,34,25,9,2,13,13,6,2,9,8,6,0,4,5,0
Costa Rica,Jan 2019,Y,37,32,5,3,14,17,3,3,13,13,3,0,1,4,0
Costa Rica,Feb 2019,Y,31,28,3,2,17,7,5,2,15,7,4,0,2,0,1
Costa Rica,Mar 2019,Y,33,28,5,5,14,8,6,3,13,7,5,2,1,1,1
Costa Rica,Apr 2019,Y,26,22,4,3,6,11,6,2,5,11,4,1,1,0,2
Costa Rica,May 2019,Y,34,31,3,3,15,12,4,3,12,12,4,0,3,0,0
Costa Rica,Jun 2019,Y,33,29,4,2,14,11,6,2,10,11,6,0,4,0,0
Costa Rica,Jul 2019,Y,24,21,3,4,9,3,8,4,8,2,7,0,1,1,1
Costa Rica,Aug 2019,Y,37,31,6,1,11,19,6,0,8,18,5,1,3,1,1
Costa Rica,Sep 2019,Y,37,34,3,5,13,12,6,5,11,11,6,0,2,1,0
Costa Rica,Oct 2019,Y,28,24,4,3,12,8,5,3,11,5,5,0,1,3,0
Costa Rica,Nov 2019,Y,22,17,5,2,11,8,1,1,9,6,1,1,2,2,0
Costa Rica,Dec 2019,Y,42,35,7,5,24,11,2,5,18,10,2,0,6,1,0
Costa Rica,Jan 2020,Y,25,25,0,1,12,6,6,1,12,6,6,0,0,0,0
Costa Rica,Feb 2020,Y,49,37,12,7,24,11,7,5,17,10,5,2,7,1,2
Costa Rica,Mar 2020,Y,27,22,5,1,14,10,2,0,10,10,2,1,4,0,0
Costa Rica,Apr 2020,Y,22,16,6,4,8,6,4,3,6,4,3,1,2,2,1
Costa Rica,May 2020,Y,30,21,9,3,14,9,4,1,11,6,3,2,3,3,1
Costa Rica,Jun 2020,Y,25,20,5,4,10,8,3,1,9,7,3,3,1,1,0
Costa Rica,Jul 2020,Y,33,25,8,3,13,12,5,3,8,9,5,0,5,3,0
Costa Rica,Aug 2020,Y,39,29,10,3,17,14,4,1,13,11,4,2,4,3,0
Costa Rica,Sep 2020,Y,34,29,5,2,18,12,2,1,15,11,2,1,3,1,0
Costa Rica,Oct 2020,Y,19,15,4,3,9,6,1,2,7,5,1,1,2,1,0
Costa Rica,Nov 2020,Y,26,24,2,3,14,5,4,3,12,5,4,0,2,0,0
Costa Rica,Dec 2020,Y,27,15,12,0,14,7,6,0,6,4,5,0,8,3,1
Croatia,Jan 2016,N,58,45,13,.b,.b,24,22,.b,.b,17,.b,.b,.b,7,.b
Croatia,Feb 2016,N,47,35,12,.b,11,.b,24,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Mar 2016,N,47,38,9,.b,.b,16,24,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Apr 2016,N,60,47,13,.b,.b,15,31,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,May 2016,N,52,37,15,.b,.b,17,29,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jun 2016,N,62,46,16,.b,.b,26,29,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jul 2016,N,66,55,11,.b,.b,23,33,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Aug 2016,N,56,40,16,.b,.b,17,33,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Sep 2016,N,63,49,14,.b,.b,18,29,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Oct 2016,N,42,31,11,.b,.b,15,17,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Nov 2016,N,52,43,9,.b,.b,18,23,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Dec 2016,N,51,45,6,.b,.b,18,19,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jan 2017,N,38,31,7,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Feb 2017,N,43,31,12,.b,.b,11,24,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Mar 2017,N,55,44,11,.b,.b,20,26,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Apr 2017,N,54,42,12,.b,.b,25,22,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,May 2017,N,48,31,17,.b,.b,12,28,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jun 2017,N,45,35,10,.b,.b,14,20,.b,.b,.b,.b,.b,.b,.b,.b
Croatia,Jul 2017,N,64,46,18,.b,.b,20,27,.b,.b,.b,.b,.b,.b,.b,.b
